date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,city
1607403600,1,447.27,0.66,4.71,48.64,2.8,4.69,5.96,1.31,Mysuru
1607407200,1,440.6,0.53,3.34,61.51,2.83,5.93,6.99,1.2,Mysuru
1607410800,1,433.92,0.3,2.27,74.39,2.74,7.45,8.26,0.98,Mysuru
1607414400,2,440.6,0.25,2.23,80.11,2.62,8.51,9.3,1.06,Mysuru
1607418000,2,453.95,0.26,2.68,82.25,2.65,9.19,10,1.16,Mysuru
1607421600,2,487.33,0.31,3.86,80.11,2.98,9.12,10.04,1.38,Mysuru
1607425200,1,520.71,0.32,5.91,73.67,3.31,9.04,10.23,1.66,Mysuru
1607428800,2,554.09,0.14,8.48,65.8,3.43,10.16,11.61,1.77,Mysuru
1607432400,2,600.82,0,10.97,57.22,3.87,12.6,14.64,2.03,Mysuru
1607436000,2,640.87,0,11.82,50.78,4.17,15.42,18.19,2.19,Mysuru
1607439600,2,674.25,0,11.31,47.21,4.23,17.85,21.12,2.19,Mysuru
1607443200,2,680.92,0,10.2,43.99,4.29,19.8,23.13,2.03,Mysuru
1607446800,3,680.92,0,9.17,42.56,4.11,20.84,23.9,1.87,Mysuru
1607450400,3,660.9,0,7.88,42.2,3.49,20.39,22.74,1.73,Mysuru
1607454000,2,627.52,0,6.51,41.49,2.83,19.38,21.31,1.76,Mysuru
1607457600,2,594.14,0,5.48,38.98,2.53,18.84,20.57,1.82,Mysuru
1607461200,2,554.09,0,4.84,36.12,2.3,19.02,20.57,1.81,Mysuru
1607464800,2,520.71,0,4.37,36.12,2.27,19.22,20.66,1.74,Mysuru
1607468400,2,487.33,0,4.03,37.55,2.47,18.77,20.17,1.77,Mysuru
1607472000,2,467.3,0,4.03,38.27,2.77,18.29,19.73,1.85,Mysuru
1607475600,2,467.3,0,4.63,36.84,3.13,18.51,20.3,1.98,Mysuru
1607479200,2,480.65,0.08,6.17,33.26,3.55,19.33,21.93,2.15,Mysuru
1607482800,2,487.33,0.84,6.86,31.47,3.87,19.57,22.95,2.34,Mysuru
1607486400,2,440.6,0.78,4.8,44.7,2.68,14.99,17.83,1.87,Mysuru
1607490000,2,397.21,0.5,3.64,52.21,2.18,11.27,13.62,1.93,Mysuru
1607493600,1,367.17,0.33,2.7,57.22,1.8,8.77,10.58,1.79,Mysuru
1607497200,1,320.44,0.29,1.8,59.37,1.42,6.28,7.53,1.41,Mysuru
1607500800,1,297.07,0.28,1.52,60.08,1.39,5.17,6.23,1.33,Mysuru
1607504400,1,297.07,0.29,1.46,62.94,1.51,5.7,6.76,1.36,Mysuru
1607508000,1,323.77,0.44,2.34,67.23,2.33,7.4,8.73,1.87,Mysuru
1607511600,1,370.5,0.59,4.28,71.53,3.22,9.92,11.79,2.76,Mysuru
1607515200,2,423.91,0.38,7.28,69.38,3.58,12.11,14.39,3.45,Mysuru
1607518800,2,473.98,0.01,9.34,63.66,3.82,14.44,17.09,3.96,Mysuru
1607522400,2,494,0,9.25,60.8,3.99,16.82,19.95,3.83,Mysuru
1607526000,2,494,0,8.65,60.8,3.93,18.53,22.08,3.17,Mysuru
1607529600,2,487.33,0,7.97,61.51,3.61,19.9,23.74,2.5,Mysuru
1607533200,3,480.65,0,7.45,60.8,3.46,21.69,25.57,2.22,Mysuru
1607536800,3,473.98,0,6.94,59.37,3.34,24.08,27.57,2.03,Mysuru
1607540400,4,467.3,0,6.26,57.22,3.34,27.61,30.47,1.88,Mysuru
1607544000,4,473.98,0,5.66,54.36,3.64,31.93,34.4,1.87,Mysuru
1607547600,4,473.98,0,5.27,50.07,3.99,36.23,38.53,1.82,Mysuru
1607551200,4,473.98,0,4.97,47.92,4.35,39.72,42.02,1.79,Mysuru
1607554800,4,460.63,0,4.58,47.92,4.59,43.39,45.91,1.69,Mysuru
1607558400,4,453.95,0,4.5,48.64,4.95,48.03,51.3,1.58,Mysuru
1607562000,5,453.95,0,5.06,50.07,5.6,54.25,59.29,1.55,Mysuru
1607565600,5,473.98,0.05,6.94,50.07,6.86,61.62,69.57,1.57,Mysuru
1607569200,5,487.33,0.54,8.05,51.5,7.99,65.81,75.83,1.62,Mysuru
1607572800,4,403.88,0.59,5.66,65.09,6.2,49.83,57.78,1.09,Mysuru
1607576400,4,367.17,0.47,4.28,72.96,5.01,40.79,47.44,1.28,Mysuru
1607580000,4,337.12,0.35,3.38,80.11,4.41,35.33,40.94,1.47,Mysuru
1607583600,4,293.73,0.31,2.38,84.4,3.61,26.47,30.6,1.44,Mysuru
1607587200,3,273.71,0.26,2.25,81.54,3.31,20.32,23.56,1.5,Mysuru
1607590800,2,263.69,0.23,2.44,79.39,3.31,17.76,20.67,1.58,Mysuru
1607594400,2,277.04,0.35,3.86,77.96,4.11,16.92,19.91,2.25,Mysuru
1607598000,2,313.76,0.59,6.34,77.25,5.07,17.74,21.28,3.42,Mysuru
1607601600,2,350.48,0.44,9.68,72.96,5.31,18.76,22.86,4.37,Mysuru
1607605200,3,367.17,0.02,11.65,65.8,4.95,20.09,24.83,5,Mysuru
1607608800,3,373.84,0,11.48,62.23,4.47,22.67,28.45,5.64,Mysuru
1607612400,4,377.18,0,11.14,59.37,3.99,25.38,32.25,6.02,Mysuru
1607616000,4,403.88,0,12.34,53.64,3.93,28.43,36.88,6.21,Mysuru
1607619600,4,453.95,0,14.4,44.7,4.05,32.22,42.48,5.76,Mysuru
1607623200,4,487.33,0,15.25,37.55,3.73,34.66,45.59,4.5,Mysuru
1607626800,4,487.33,0,14.4,33.26,3.19,35.74,46.22,3.55,Mysuru
1607630400,4,480.65,0,12.68,29.33,2.89,37.09,47.34,3.23,Mysuru
1607634000,4,473.98,0,10.88,25.75,2.68,38.58,48.76,3.23,Mysuru
1607637600,4,473.98,0.01,9.51,23.25,2.68,40.24,50.26,3.2,Mysuru
1607641200,4,460.63,0.01,8.48,22.35,2.77,42.12,51.89,2.95,Mysuru
1607644800,4,447.27,0.01,8.05,23.6,3.19,44.77,54.45,2.69,Mysuru
1607648400,4,447.27,0.01,8.23,30.04,4.29,49.98,60.19,2.47,Mysuru
1607652000,5,494,0.12,10.97,30.76,5.42,56.14,68.2,2.79,Mysuru
1607655600,5,540.73,1.2,12.51,35.41,6.74,63.6,77.61,3.1,Mysuru
1607659200,5,467.3,1.02,7.8,69.38,7.03,69.9,83.45,1.66,Mysuru
1607662800,5,440.6,0.89,5.48,90.84,7.27,75.06,88.1,1.3,Mysuru
1607666400,5,447.27,0.64,4.03,113.01,8.11,83.11,95.84,1.31,Mysuru
1607670000,5,407.22,0.43,2.83,125.89,8.11,76.65,86.98,1.01,Mysuru
1607673600,5,380.52,0.38,2.61,131.61,8.11,71.07,79.62,0.95,Mysuru
1607677200,5,367.17,0.36,2.72,134.47,7.99,68.94,76.42,0.87,Mysuru
1607680800,5,407.22,0.7,5.83,135.9,9.06,71.89,79.8,2.28,Mysuru
1607684400,5,500.68,1.06,12,134.47,10.61,79.87,89.31,4.62,Mysuru
1607688000,5,594.14,0.64,20.22,120.16,11.33,82.97,93.41,6.27,Mysuru
1607691600,5,654.22,0.02,24.68,101.57,11.33,82.8,94.14,7.6,Mysuru
1607695200,5,674.25,0,24.68,86.55,10.49,79.39,91.66,8.87,Mysuru
1607698800,5,660.9,0,23.31,70.81,8.35,71.63,84.45,9.75,Mysuru
1607702400,5,607.49,0,20.74,55.08,5.6,60.42,73.08,8.61,Mysuru
1607706000,5,607.49,0,20.56,41.84,4.35,56.71,69.92,6.14,Mysuru
1607709600,5,620.84,0,20.91,32.9,3.64,59.61,73.22,4.18,Mysuru
1607713200,5,600.82,0,18.85,30.04,2.86,64.09,76.87,3.36,Mysuru
1607716800,5,560.76,0,14.74,32.19,2.44,69.15,80.75,3.07,Mysuru
1607720400,5,514.03,0,10.97,36.84,2.33,75.25,85.66,2.88,Mysuru
1607724000,5,480.65,0,8.31,40.05,2.33,81.02,90.45,2.79,Mysuru
1607727600,5,460.63,0,7.03,38.27,2.27,84.77,93.81,2.79,Mysuru
1607731200,5,460.63,0,6.77,33.98,2.21,87.16,95.99,2.85,Mysuru
1607734800,5,480.65,0.01,8.05,27.9,2.44,88.79,97.93,3.04,Mysuru
1607738400,5,540.73,0.16,11.82,21.99,3.22,90.89,101.83,3.26,Mysuru
1607742000,5,594.14,1.36,14.05,24.32,4.23,92.59,104.72,3.33,Mysuru
1607745600,5,460.63,0.64,7.45,67.95,5.19,90.11,100.11,0.89,Mysuru
1607749200,5,417.23,0.57,5.1,83.69,4.77,89.77,99.26,0.55,Mysuru
1607752800,5,400.54,0.48,3.47,97.28,4.53,89.19,98.21,0.67,Mysuru
1607756400,5,337.12,0.33,1.86,107.29,3.82,68.92,75.3,0.51,Mysuru
1607760000,4,293.73,0.28,1.61,108.72,3.82,48.89,53.21,0.86,Mysuru
1607763600,4,270.37,0.3,1.76,107.29,3.99,37.75,41.15,1.24,Mysuru
1607767200,4,307.08,0.69,4.28,108.72,5.25,36.23,40.02,3.01,Mysuru
1607770800,4,380.52,1.1,8.82,107.29,6.44,39.34,44.18,5.32,Mysuru
1607774400,4,447.27,0.8,14.57,94.41,6.74,40.68,46.31,6.71,Mysuru
1607778000,4,554.09,0.04,22.96,70.1,6.56,43.63,51.17,9.12,Mysuru
1607781600,5,694.28,0,30.16,48.64,6.56,50.12,61.02,12.41,Mysuru
1607785200,5,794.41,0,32.9,34.69,6.26,56.56,70.61,14.57,Mysuru
1607788800,5,854.49,0.05,33.24,21.99,5.54,60.97,78.61,14.19,Mysuru
1607792400,5,934.6,0.48,34.27,9.57,5.48,66,87.35,13.93,Mysuru
1607796000,5,1014.71,2.35,34.96,1.9,5.6,71.17,95.3,16.47,Mysuru
1607799600,5,1041.41,4.97,34.27,0.21,5.54,74.61,99.41,23.05,Mysuru
1607803200,5,1068.12,6.37,33.93,0.07,6.5,77.65,102.68,32.42,Mysuru
1607806800,5,1108.17,7.26,33.24,0.04,7.75,81.01,106.27,41.04,Mysuru
1607810400,5,1121.52,7.94,31.19,0.02,8.7,83.6,108.86,45.09,Mysuru
1607814000,5,1081.47,8.16,26.05,0.02,8.11,84.89,109.2,42.56,Mysuru
1607817600,5,1014.71,7.82,20.39,0.05,5.84,84.09,106.29,28.37,Mysuru
1607821200,5,881.2,5.76,17.48,0.2,3.79,78.62,96.67,11.78,Mysuru
1607824800,5,881.2,9.05,16.45,0.54,3.99,78.11,95.75,8.36,Mysuru
1607828400,5,907.9,14.19,15.25,5.23,4.59,77.95,94.46,8.99,Mysuru
1607832000,5,473.98,1.66,9.94,57.94,4.77,57.16,64.42,4.31,Mysuru
1607835600,5,407.22,0.87,5.91,79.39,4.35,54.67,61.02,3.07,Mysuru
1607839200,5,380.52,0.56,3.77,95.84,4.47,57.26,63.45,2.57,Mysuru
1607842800,5,333.79,0.27,2.34,108.72,4.29,50.59,55.37,1.98,Mysuru
1607846400,4,313.76,0.21,2.16,113.01,4.65,44.46,48.3,1.74,Mysuru
1607850000,4,307.08,0.2,2.31,113.01,4.89,42.52,46.09,1.74,Mysuru
1607853600,4,340.46,0.37,5.1,107.29,5.9,43.96,48.12,3.2,Mysuru
1607857200,4,407.22,0.45,9.77,98.71,6.97,47.91,53.21,5.26,Mysuru
1607860800,5,467.3,0.22,14.4,86.55,7.21,50.97,57.16,6.65,Mysuru
1607864400,5,547.41,0.02,19.54,70.1,6.91,55.3,63.14,8.61,Mysuru
1607868000,5,634.19,0,23.65,53.64,6.44,61.22,71.46,11.02,Mysuru
1607871600,5,687.6,0,25.02,41.84,5.78,66.19,78.58,11.53,Mysuru
1607875200,5,687.6,0,23.65,33.62,4.53,67.55,81.37,9.37,Mysuru
1607878800,5,674.25,0.01,22.62,27.18,3.67,67.25,81.83,8.11,Mysuru
1607882400,5,654.22,0.01,21.59,22.35,2.98,66.32,80.49,7.16,Mysuru
1607886000,5,620.84,0.02,19.71,19.13,2.3,65.42,78.3,6.21,Mysuru
1607889600,5,600.82,0.03,17.48,16.27,2.18,65.44,77.81,5.7,Mysuru
1607893200,5,580.79,0.04,14.74,14.66,2.12,65.37,77.23,5.45,Mysuru
1607896800,5,580.79,0.05,13.2,13.23,2.24,66.49,78.32,5.26,Mysuru
1607900400,5,594.14,0.09,12.68,11.36,2.41,68.6,80.66,4.81,Mysuru
1607904000,5,627.52,0.23,13.02,9.03,2.68,72.28,84.94,4.88,Mysuru
1607907600,5,694.28,1.08,15.25,5.5,3.46,76.22,90.46,5.19,Mysuru
1607911200,5,834.47,5.14,19.36,2.26,4.89,81.52,98.78,5.38,Mysuru
1607914800,5,921.25,11.62,19.19,10.73,6.26,83.72,101.87,5.95,Mysuru
1607918400,5,534.06,2.15,9.6,63.66,10.25,75.95,86.27,2.82,Mysuru
1607922000,5,480.65,1.2,5.91,90.12,10.49,77.57,87.35,2.6,Mysuru
1607925600,5,460.63,0.6,3.68,113.01,10.37,83.03,92.75,2.5,Mysuru
1607929200,5,397.21,0.35,2.29,117.3,9.3,72.43,80.13,1.41,Mysuru
1607932800,5,357.15,0.33,2.06,115.87,7.75,57.66,63.57,1.19,Mysuru
1607936400,4,337.12,0.33,2.14,113.01,6.5,48.21,53.33,1.38,Mysuru
1607940000,4,360.49,0.62,4.28,113.01,6.8,44.56,49.77,2.66,Mysuru
1607943600,4,433.92,0.96,8.82,111.58,8.11,45.98,52.11,4.75,Mysuru
1607947200,4,500.68,0.66,14.91,100.14,8.82,47.19,54.18,6.14,Mysuru
1607950800,4,574.11,0.03,20.22,83.69,8.94,49.62,57.87,7.54,Mysuru
1607954400,5,627.52,0,21.76,70.1,8.58,53.64,63.63,9.12,Mysuru
1607958000,5,640.87,0,20.74,60.08,7.33,56.88,68.27,10.26,Mysuru
1607961600,5,614.17,0,18.51,52.93,5.19,56.5,68.52,9.5,Mysuru
1607965200,5,600.82,0,17.65,47.21,3.99,55.11,67.12,6.78,Mysuru
1607968800,5,587.46,0,17.14,43.27,3.22,54.77,65.98,4.43,Mysuru
1607972400,5,547.41,0,14.91,42.2,2.47,54.16,63.9,3.39,Mysuru
1607976000,5,534.06,0,13.02,38.98,2.24,54.07,63.16,3.26,Mysuru
1607979600,5,527.38,0,11.65,35.05,2.27,53.45,62.37,3.36,Mysuru
1607983200,5,520.71,0,10.2,33.62,2.44,51.94,60.61,3.33,Mysuru
1607986800,5,507.36,0,9,33.98,2.65,50.41,58.56,3.07,Mysuru
1607990400,4,494,0,8.31,35.05,2.95,49.34,57.03,2.85,Mysuru
1607994000,4,507.36,0.01,9.34,32.9,3.49,49.97,57.93,2.91,Mysuru
1607997600,5,567.44,0.19,13.54,26.82,4.59,53.24,62.78,3.14,Mysuru
1608001200,5,614.17,1.66,15.25,31.47,6.5,58.4,68.98,3.29,Mysuru
1608004800,5,447.27,0.69,7.2,71.53,9.54,59.73,68.06,1.22,Mysuru
1608008400,5,413.9,0.52,5.57,79.39,8.23,55.74,63.22,1.46,Mysuru
1608012000,4,390.53,0.33,4.24,82.25,6.74,49.07,55.28,1.73,Mysuru
1608015600,4,333.79,0.36,2.7,89.41,5.31,37.13,41.94,1.6,Mysuru
1608019200,4,300.41,0.27,2.16,92.98,4.17,30.07,33.87,1.63,Mysuru
1608022800,4,280.38,0.27,1.91,94.41,3.31,25.33,28.49,1.57,Mysuru
1608026400,3,283.72,0.34,3.09,92.98,3.7,23.54,26.6,2.06,Mysuru
1608030000,4,313.76,0.36,6,86.55,4.71,25.33,28.98,3.04,Mysuru
1608033600,4,343.8,0.21,9.17,78.68,5.25,29.15,33.54,3.71,Mysuru
1608037200,4,447.27,0.01,16.62,63.66,6.08,35.32,41.77,6.27,Mysuru
1608040800,4,574.11,0,22.96,49.35,6.91,41.72,51.18,9.5,Mysuru
1608044400,4,660.9,0,25.71,40.05,7.03,46.64,58.97,12.03,Mysuru
1608048000,4,687.6,0,25.02,35.05,6.44,48.71,62.7,13.3,Mysuru
1608051600,5,674.25,0,22.96,33.98,5.54,50.65,64.89,12.03,Mysuru
1608055200,5,614.17,0,19.02,37.55,4.53,56.01,68.62,8.36,Mysuru
1608058800,5,520.71,0,12.51,48.64,3.82,64.24,73.83,4.75,Mysuru
1608062400,5,500.68,0,9.08,52.93,3.49,72.08,79.97,3.29,Mysuru
1608066000,5,494,0,7.03,55.08,3.31,76.69,83.16,2.5,Mysuru
1608069600,5,500.68,0,5.57,57.94,3.31,74.19,79.47,2.12,Mysuru
1608073200,5,500.68,0,5.1,57.22,3.52,69.21,74.06,2.09,Mysuru
1608076800,5,507.36,0,5.1,56.51,3.79,64.4,69.1,2.15,Mysuru
1608080400,5,514.03,0,5.74,55.79,4.11,58.95,63.73,2.22,Mysuru
1608084000,5,540.73,0.01,7.54,55.79,4.47,53.52,58.72,2.31,Mysuru
1608087600,4,547.41,0.21,8.48,59.37,4.59,47.86,53.18,2.47,Mysuru
1608091200,4,467.3,0.28,5.4,72.24,3.19,32.7,36.5,1.93,Mysuru
1608094800,3,417.23,0.25,3.94,75.1,2.77,23.58,26.54,1.95,Mysuru
1608098400,2,390.53,0.22,3.04,75.82,2.74,18.83,21.31,2,Mysuru
1608102000,2,343.8,0.19,2.59,73.67,2.68,12.48,14.33,1.82,Mysuru
1608105600,1,310.42,0.19,2.57,70.81,2.59,8.62,10.13,1.74,Mysuru
1608109200,1,300.41,0.19,2.55,71.53,2.47,7.48,8.9,1.74,Mysuru
1608112800,1,297.07,0.16,3,71.53,2.62,7.61,9.1,1.88,Mysuru
1608116400,1,313.76,0.12,4.16,70.1,3.07,9.93,11.73,2.28,Mysuru
1608120000,2,337.12,0.04,5.66,67.23,3.34,13.76,15.74,2.57,Mysuru
1608123600,2,373.84,0,8.05,61.51,4.05,17.28,19.38,3.26,Mysuru
1608127200,2,410.56,0,9.51,55.79,4.47,19.25,21.68,3.71,Mysuru
1608130800,3,440.6,0,9.6,52.21,4.41,21.2,24.01,3.42,Mysuru
1608134400,3,453.95,0,8.74,50.78,3.93,24.64,28.02,2.98,Mysuru
1608138000,4,473.98,0,8.31,49.35,3.73,29.14,33.01,2.69,Mysuru
1608141600,4,487.33,0,8.05,47.21,3.52,32.39,36.14,2.44,Mysuru
1608145200,4,487.33,0,7.45,45.78,3.28,33.11,36.29,2.25,Mysuru
1608148800,4,487.33,0,6.51,45.42,3.16,31.84,34.56,2.15,Mysuru
1608152400,4,480.65,0,5.74,45.78,3.19,28.67,31.03,2.09,Mysuru
1608156000,3,480.65,0,5.4,47.21,3.55,24.31,26.51,2,Mysuru
1608159600,2,480.65,0,5.23,47.92,3.99,19.6,21.7,1.98,Mysuru
1608163200,2,480.65,0,5.44,47.92,4.47,15.95,18.08,2.03,Mysuru
1608166800,2,494,0,6.34,46.49,5.07,14.2,16.52,2.15,Mysuru
1608170400,2,520.71,0.01,8.57,42.92,5.9,14.82,17.75,2.38,Mysuru
1608174000,2,540.73,0.07,10.54,40.05,6.5,16.25,19.62,2.66,Mysuru
1608177600,2,494,0.11,8.14,48.64,5.36,13.75,16.04,2.09,Mysuru
1608181200,2,453.95,0.15,6.51,55.79,4.65,11.33,12.98,1.93,Mysuru
1608184800,1,427.25,0.17,5.57,61.51,4.23,9.25,10.55,1.85,Mysuru
1608188400,1,403.88,0.19,4.71,69.38,3.82,7.14,8.2,1.71,Mysuru
1608192000,1,383.85,0.11,4.24,75.82,3.25,5.27,6.18,1.62,Mysuru
1608195600,1,373.84,0.06,3.98,77.96,2.86,4.32,5.16,1.57,Mysuru
1608199200,1,370.5,0.03,4.24,77.25,2.92,4.05,4.9,1.69,Mysuru
1608202800,1,383.85,0.03,5.23,75.1,3.37,4.35,5.37,2.09,Mysuru
1608206400,1,393.87,0.01,6.51,72.24,3.67,4.61,5.8,2.44,Mysuru
1608210000,1,423.91,0,9,65.8,4.35,6.07,8.04,3.29,Mysuru
1608213600,1,453.95,0,10.97,57.94,4.83,8.61,11.76,4.12,Mysuru
1608217200,2,473.98,0,11.48,51.5,4.83,11.07,15.24,4.12,Mysuru
1608220800,2,467.3,0,10.37,47.92,4.29,12.56,17.23,3.61,Mysuru
1608224400,2,440.6,0,8.65,47.92,3.58,12.58,16.93,2.95,Mysuru
1608228000,2,410.56,0,7.2,49.35,3.01,11.5,14.96,2.34,Mysuru
1608231600,2,387.19,0,5.83,50.78,2.5,10.04,12.47,1.95,Mysuru
1608235200,2,383.85,0,5.36,47.92,2.53,10.33,12.49,1.95,Mysuru
1608238800,2,383.85,0,4.97,45.78,2.53,11.45,13.67,2,Mysuru
1608242400,2,390.53,0,4.76,44.7,2.74,12.24,14.5,2.03,Mysuru
1608246000,2,393.87,0,4.67,45.42,3.13,12.01,14.23,2.01,Mysuru
1608249600,2,400.54,0,4.63,47.92,3.49,11.17,13.35,1.96,Mysuru
1608253200,2,407.22,0,4.97,50.78,3.7,10.49,12.71,1.92,Mysuru
1608256800,2,423.91,0.03,6.08,51.5,3.87,10.49,13.12,2,Mysuru
1608260400,1,427.25,0.48,6.43,55.08,3.87,9.97,12.77,2.09,Mysuru
1608264000,1,383.85,0.75,4.46,63.66,3.19,7.64,9.97,1.92,Mysuru
1608267600,1,347.14,0.6,2.87,71.53,2.8,6.34,8.28,1.92,Mysuru
1608271200,1,323.77,0.4,1.89,79.39,2.65,6.17,7.86,1.92,Mysuru
1608274800,2,297.07,0.29,1.44,81.54,2.47,5.53,6.9,1.73,Mysuru
1608278400,2,287.06,0.28,1.44,82.25,2.38,5.31,6.56,1.65,Mysuru
1608282000,2,290.39,0.28,1.59,84.4,2.41,6.23,7.58,1.68,Mysuru
1608285600,2,293.73,0.3,2.01,85.83,2.62,7.62,9.21,1.79,Mysuru
1608289200,2,307.08,0.3,3.09,83.69,2.92,8.94,10.91,2.06,Mysuru
1608292800,1,323.77,0.14,4.63,78.68,3.04,9.85,12.23,2.38,Mysuru
1608296400,2,373.84,0.01,8.4,68.67,4.11,11.98,15.48,3.8,Mysuru
1608300000,2,447.27,0,12.68,57.94,5.66,15.67,21.15,6.14,Mysuru
1608303600,2,487.33,0,14.57,49.35,6.5,18.67,25.87,7.79,Mysuru
1608307200,2,487.33,0,14.22,42.92,6.38,19.89,28.03,8.61,Mysuru
1608310800,2,467.3,0,12.34,39.7,5.48,19.15,27.05,7.85,Mysuru
1608314400,2,433.92,0,10.03,39.34,4.35,17.28,23.97,5.64,Mysuru
1608318000,2,393.87,0,7.54,41.84,3.31,15.56,20.81,3.64,Mysuru
1608321600,2,370.5,0,6.08,42.56,2.77,15.79,20.87,2.88,Mysuru
1608325200,2,363.83,0,5.36,43.27,2.68,17.57,23.19,2.5,Mysuru
1608328800,3,370.5,0,5.23,43.27,2.89,20.55,27.14,2.25,Mysuru
1608332400,3,383.85,0,5.57,41.84,3.22,23.66,31.05,2.12,Mysuru
1608336000,4,397.21,0,6.08,40.05,3.55,25.72,33.37,2.09,Mysuru
1608339600,4,407.22,0,6.6,39.7,3.87,25.93,33.35,2.06,Mysuru
1608343200,3,417.23,0.04,7.28,40.41,4.17,24.1,30.89,2.12,Mysuru
1608346800,3,417.23,0.47,6.86,44.35,4.17,20.55,26.1,2.25,Mysuru
1608350400,2,373.84,0.48,3.77,62.23,2.71,13.51,16.62,1.69,Mysuru
1608354000,2,347.14,0.34,2.31,71.53,2.12,10.39,12.58,1.58,Mysuru
1608357600,1,340.46,0.25,1.61,76.53,1.82,8.91,10.7,1.54,Mysuru
1608361200,1,323.77,0.2,1.11,79.39,1.51,6.94,8.25,1.33,Mysuru
1608364800,1,313.76,0.16,1.01,78.68,1.31,5.47,6.5,1.2,Mysuru
1608368400,1,310.42,0.15,1.03,77.96,1.19,4.97,5.9,1.16,Mysuru
1608372000,1,310.42,0.13,1.33,75.82,1.25,4.71,5.63,1.24,Mysuru
1608375600,1,313.76,0.11,2.19,72.24,1.46,4.99,6.08,1.58,Mysuru
1608379200,1,323.77,0.05,3.3,68.67,1.59,4.94,6.16,1.93,Mysuru
1608382800,1,347.14,0,4.8,63.66,2.06,6.37,8.12,2.69,Mysuru
1608386400,1,370.5,0,5.91,59.37,2.53,9.52,12.24,3.71,Mysuru
1608390000,2,387.19,0,6.26,57.94,2.71,13.46,17.18,4.5,Mysuru
1608393600,2,400.54,0,6.26,56.51,2.68,17.67,22.17,5.07,Mysuru
1608397200,3,410.56,0,6.26,55.79,2.59,21.62,26.5,4.94,Mysuru
1608400800,4,413.9,0,6.08,56.51,2.53,25.11,29.88,3.99,Mysuru
1608404400,4,420.57,0,5.44,58.65,2.59,28.32,32.8,2.91,Mysuru
1608408000,4,427.25,0,4.71,60.8,2.8,32.24,36.87,2.28,Mysuru
1608411600,4,440.6,0,4.11,59.37,2.74,37.04,42.31,2.03,Mysuru
1608415200,4,453.95,0,3.81,57.22,2.59,41.9,47.95,1.95,Mysuru
1608418800,4,460.63,0,3.6,57.94,2.59,43.3,49.63,1.88,Mysuru
1608422400,4,473.98,0,3.47,60.08,2.68,40.9,46.83,1.84,Mysuru
1608426000,4,494,0,3.77,62.94,2.83,37.09,42.64,1.79,Mysuru
1608429600,4,520.71,0.01,4.76,67.23,3.19,33.35,38.74,1.77,Mysuru
1608433200,4,540.73,0.19,5.31,72.24,3.49,29.59,34.52,1.84,Mysuru
1608436800,3,534.06,0.22,3.64,91.55,2.77,22.7,26.04,1.38,Mysuru
1608440400,3,547.41,0.14,2.66,104.43,2.53,24.97,27.71,1.08,Mysuru
1608444000,4,560.76,0.09,2.12,110.15,2.41,31.61,34.07,0.85,Mysuru
1608447600,4,547.41,0.14,1.46,115.87,2.09,30.1,31.87,0.63,Mysuru
1608451200,3,514.03,0.11,1.34,113.01,1.79,22.68,23.89,0.64,Mysuru
1608454800,2,487.33,0.1,1.36,108.72,1.59,17.4,18.29,0.74,Mysuru
1608458400,2,480.65,0.12,1.61,103,1.67,15.23,16.02,0.99,Mysuru
1608462000,2,500.68,0.11,2.4,100.14,1.97,15.9,16.78,1.39,Mysuru
1608465600,2,520.71,0.05,3.34,95.84,2.12,17.28,18.25,1.62,Mysuru
1608469200,3,540.73,0,4.76,90.84,2.71,20.18,21.6,2.28,Mysuru
1608472800,3,547.41,0,5.27,86.55,3.19,23.88,25.95,2.88,Mysuru
1608476400,4,527.38,0,4.97,84.4,3.22,28.4,31.19,3.17,Mysuru
1608480000,4,514.03,0,5.1,80.82,3.13,34.25,38.22,3.77,Mysuru
1608483600,4,520.71,0,6,72.96,3.1,39.55,44.91,4.81,Mysuru
1608487200,4,520.71,0,6.86,65.8,2.92,43.3,49.47,4.88,Mysuru
1608490800,4,514.03,0,7.03,60.08,2.62,45.79,52.27,3.99,Mysuru
1608494400,4,514.03,0,6.94,55.08,2.77,49.39,56.4,3.07,Mysuru
1608498000,5,507.36,0,6.51,50.78,2.86,54.13,61.81,2.47,Mysuru
1608501600,5,507.36,0,6.26,48.64,3.13,60.36,68.85,2.22,Mysuru
1608505200,5,514.03,0,5.83,50.07,3.55,67.47,77.02,2,Mysuru
1608508800,5,507.36,0,5.44,54.36,4.05,72.72,82.95,1.73,Mysuru
1608512400,5,500.68,0,5.57,60.08,4.83,71.48,82.38,1.63,Mysuru
1608516000,5,507.36,0.01,7.45,60.08,5.96,65.38,76.51,2.09,Mysuru
1608519600,5,514.03,0.33,9.43,61.51,7.45,56.72,66.78,2.76,Mysuru
1608523200,4,453.95,0.55,7.8,77.25,7.21,38.42,45.14,2.47,Mysuru
1608526800,4,393.87,0.51,6.26,85.83,6.91,28.55,33.38,2.38,Mysuru
1608530400,3,363.83,0.44,4.84,92.98,6.74,22.78,26.36,2.06,Mysuru
1608534000,3,333.79,0.52,2.59,108.72,5.96,20.91,23.72,1.71,Mysuru
1608537600,2,310.42,0.32,1.8,115.87,4.77,19.73,22.23,1.54,Mysuru
1608541200,2,287.06,0.27,1.59,113.01,3.61,18.99,21.57,1.39,Mysuru
