dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,city
1658001600,1,280.38,0.0,5.31,21.46,3.49,5.2,6.5,3.17,Indore
1658005200,1,267.03,0.01,4.46,20.56,2.83,5.09,6.32,3.26,Indore
1658008800,1,257.02,0.01,3.86,19.49,2.32,4.9,6.01,3.26,Indore
1658012400,1,250.34,0.01,3.43,19.31,2.18,4.65,5.66,3.17,Indore
1658016000,1,253.68,0.01,3.43,19.31,2.32,4.54,5.51,3.1,Indore
1658019600,1,260.35,0.03,4.07,18.24,2.68,4.55,5.72,3.1,Indore
1658023200,1,273.7,0.16,4.8,16.27,2.38,4.51,6.15,3.23,Indore
1658026800,1,263.69,0.41,4.2,16.81,1.53,4.08,5.97,3.42,Indore
1658030400,1,243.66,0.23,2.55,23.25,0.95,2.92,4.1,2.41,Indore
1658034000,1,240.33,0.2,2.01,25.75,0.88,2.67,3.58,2.25,Indore
1658037600,1,236.99,0.23,1.74,27.89,0.88,2.69,3.51,2.34,Indore
1658041200,1,236.99,0.25,1.86,31.11,1.04,2.97,3.8,2.53,Indore
1658044800,1,240.33,0.32,2.42,34.33,1.24,3.63,4.59,2.85,Indore
1658048400,1,250.34,0.39,3.21,35.76,1.45,4.3,5.45,3.2,Indore
1658052000,1,257.02,0.39,3.6,35.41,1.43,4.5,5.74,3.42,Indore
1658055600,1,257.02,0.32,3.73,33.62,1.28,4.21,5.37,3.42,Indore
1658059200,1,263.69,0.26,4.03,31.11,1.22,3.82,4.89,3.23,Indore
1658062800,1,267.03,0.22,4.2,28.97,1.33,3.92,5.12,3.26,Indore
1658066400,1,263.69,0.02,4.11,27.18,1.4,4.52,6.07,3.36,Indore
1658070000,1,260.35,0.0,3.81,28.61,1.43,5.18,6.9,3.13,Indore
1658073600,1,263.69,0.0,3.94,29.33,1.67,5.81,7.6,2.98,Indore
1658077200,1,263.69,0.0,4.46,27.54,2.38,7.22,9.05,2.85,Indore
1658080800,2,267.03,0.0,4.84,28.25,3.49,10.03,11.76,2.6,Indore
1658084400,2,263.69,0.0,4.46,32.9,4.47,11.43,12.92,1.96,Indore
1658088000,2,263.69,0.0,4.33,32.9,4.89,11.19,12.86,1.79,Indore
1658091600,2,260.35,0.0,4.28,30.04,4.47,10.96,13.1,1.82,Indore
1658095200,2,250.34,0.0,4.24,26.82,3.64,11.39,13.77,1.76,Indore
1658098800,1,243.66,0.0,4.16,23.6,2.71,9.48,11.19,1.58,Indore
1658102400,1,240.33,0.0,4.07,21.64,2.18,6.52,7.55,1.46,Indore
1658106000,1,240.33,0.01,4.24,20.03,2.03,5.27,6.09,1.38,Indore
1658109600,1,243.66,0.07,4.88,18.24,2.35,6.65,7.66,1.36,Indore
1658113200,1,247.0,0.23,5.65,16.45,2.95,8.27,9.33,1.33,Indore
1658116800,1,253.68,0.26,6.51,14.66,3.55,8.81,9.83,1.25,Indore
1658120400,1,263.69,0.25,7.28,13.23,3.73,9.33,10.35,1.36,Indore
1658124000,1,280.38,0.19,7.28,14.13,3.43,9.7,10.63,1.54,Indore
1658127600,2,290.39,0.09,6.6,18.95,2.92,10.22,11.04,1.65,Indore
1658131200,1,300.41,0.08,5.91,25.75,2.53,9.43,10.18,1.79,Indore
1658134800,1,320.43,0.13,5.83,30.4,2.29,7.64,8.36,2.01,Indore
1658138400,1,340.46,0.17,6.43,32.54,2.21,6.08,6.88,2.28,Indore
1658142000,1,373.84,0.11,8.74,28.97,2.68,6.73,7.98,2.88,Indore
1658145600,1,407.22,0.1,11.65,18.95,3.37,8.47,10.27,3.32,Indore
1658149200,1,397.21,0.21,12.17,10.01,3.93,9.86,11.65,2.98,Indore
1658152800,1,363.83,0.21,11.82,7.96,4.05,9.17,10.68,2.25,Indore
1658156400,1,333.79,0.07,10.71,12.7,4.11,7.57,8.81,1.79,Indore
1658160000,1,293.73,0.01,7.88,21.1,3.16,6.7,7.71,1.6,Indore
1658163600,1,287.06,0.01,9.17,21.82,2.38,7.72,8.72,1.55,Indore
1658167200,2,317.1,0.01,12.68,17.7,3.19,10.34,11.23,1.41,Indore
1658170800,2,317.1,0.01,12.85,16.45,4.11,10.98,11.65,1.28,Indore
1658174400,1,287.06,0.0,9.6,18.42,3.67,7.55,8.12,1.28,Indore
1658178000,1,260.35,0.0,6.77,20.21,2.56,4.41,4.85,1.28,Indore
1658181600,1,243.66,0.0,5.1,21.46,1.76,3.26,3.66,1.35,Indore
1658185200,1,236.99,0.0,4.37,21.46,1.53,3.51,3.94,1.36,Indore
1658188800,1,233.65,0.0,3.86,21.46,1.39,4.1,4.55,1.36,Indore
1658192400,1,240.33,0.02,3.98,19.85,1.42,4.35,4.98,1.54,Indore
1658196000,1,277.04,0.22,6.0,14.84,1.73,5.62,6.95,2.12,Indore
1658199600,1,330.45,1.09,8.48,9.57,2.32,7.05,9.25,3.07,Indore
1658203200,1,370.5,2.26,9.17,7.51,3.31,8.26,11.17,4.05,Indore
1658206800,1,370.5,2.57,8.23,8.67,4.11,8.57,11.34,3.89,Indore
1658210400,1,350.48,2.57,7.2,11.18,4.59,8.21,10.34,3.36,Indore
1658214000,1,320.43,2.1,6.0,14.84,3.99,7.17,8.64,2.69,Indore
1658217600,1,300.41,1.4,5.57,16.81,3.25,6.39,7.51,2.25,Indore
1658221200,1,290.39,0.92,5.14,20.56,2.68,5.85,6.69,1.84,Indore
1658224800,1,277.04,0.52,4.8,25.75,1.97,4.71,5.39,1.5,Indore
1658228400,1,273.7,0.34,4.8,28.97,1.48,4.37,5.02,1.47,Indore
1658232000,1,277.04,0.22,5.74,28.25,1.43,5.75,6.42,1.5,Indore
1658235600,1,277.04,0.05,6.43,26.46,1.33,5.83,6.56,1.54,Indore
1658239200,1,270.37,0.01,5.91,26.11,1.16,4.75,5.6,1.58,Indore
1658242800,1,260.35,0.0,5.36,27.54,1.03,4.1,5.04,1.6,Indore
1658246400,1,260.35,0.0,5.57,28.97,1.09,4.71,5.65,1.57,Indore
1658250000,1,270.37,0.0,6.34,28.61,1.37,5.48,6.4,1.55,Indore
1658253600,1,273.7,0.0,6.77,27.18,1.77,5.03,5.78,1.5,Indore
1658257200,1,270.37,0.0,6.85,25.39,2.32,4.84,5.43,1.44,Indore
1658260800,1,273.7,0.0,7.28,22.53,3.31,5.54,6.16,1.44,Indore
1658264400,1,277.04,0.0,8.31,19.13,4.53,6.97,7.67,1.42,Indore
1658268000,1,280.38,0.01,9.0,16.63,5.19,8.38,9.13,1.44,Indore
1658271600,1,277.04,0.01,8.65,16.09,4.71,9.91,10.71,1.47,Indore
1658275200,2,267.03,0.01,7.45,16.81,3.61,11.39,12.23,1.54,Indore
1658451600,2,260.35,0.02,6.0,18.24,2.74,13.68,15.86,2.15,Indore
1658455200,2,273.7,0.12,7.37,15.38,3.07,15.75,18.58,2.18,Indore
1658458800,2,280.38,0.3,7.97,14.13,3.19,16.49,19.29,2.15,Indore
1658462400,2,283.72,0.45,7.8,15.56,3.58,14.94,16.96,1.73,Indore
1658466000,2,280.38,0.69,7.71,17.17,4.17,12.1,13.57,1.52,Indore
1658469600,1,280.38,0.91,7.63,18.24,4.41,9.31,10.53,1.68,Indore
1658473200,1,277.04,0.96,7.11,20.92,4.23,7.34,8.37,1.73,Indore
1658476800,1,273.7,0.79,6.6,24.32,3.76,6.71,7.59,1.66,Indore
1658480400,1,267.03,0.47,5.91,29.68,3.31,6.88,7.71,1.65,Indore
1658484000,1,260.35,0.28,4.84,35.41,3.01,6.63,7.44,1.69,Indore
1658487600,1,260.35,0.19,4.5,38.98,2.95,6.5,7.41,1.92,Indore
1658491200,1,260.35,0.12,5.01,38.62,3.16,7.09,8.21,2.15,Indore
1658494800,1,277.04,0.08,7.11,35.41,3.73,8.04,9.73,2.91,Indore
1658498400,1,290.39,0.01,8.14,30.76,4.11,8.26,10.77,3.58,Indore
1658502000,1,297.07,0.0,7.97,28.25,4.53,7.92,10.92,3.61,Indore
1658505600,1,307.08,0.01,7.71,27.89,4.71,8.22,11.31,3.51,Indore
1658509200,1,300.41,0.0,6.85,30.4,4.65,9.97,12.83,3.29,Indore
1658512800,2,293.73,0.0,5.65,37.19,4.11,12.59,14.77,2.85,Indore
1658516400,2,287.06,0.0,4.07,44.35,3.37,13.24,14.57,2.31,Indore
1658520000,2,290.39,0.0,3.51,43.99,2.68,12.08,13.19,2.18,Indore
1658523600,2,293.73,0.0,3.81,38.62,2.35,10.72,11.85,2.15,Indore
1658527200,1,293.73,0.0,4.2,32.54,2.12,9.84,11.04,2.09,Indore
1658530800,1,290.39,0.0,4.37,28.97,1.86,9.21,10.41,2.09,Indore
1658534400,1,287.06,0.0,4.37,26.82,1.7,8.74,9.89,2.18,Indore
1658538000,1,283.72,0.01,4.54,25.39,1.73,8.03,9.18,2.12,Indore
1658541600,1,280.38,0.05,5.01,23.96,1.91,6.91,8.14,1.98,Indore
1658545200,1,273.7,0.22,5.4,23.25,2.47,6.39,7.59,1.66,Indore
1658548800,1,263.69,0.58,5.48,23.96,3.28,6.45,7.55,1.36,Indore
1658552400,1,263.69,0.85,5.14,25.39,3.22,6.48,7.52,1.46,Indore
1658556000,1,263.69,0.88,4.5,29.33,2.56,6.65,7.6,1.63,Indore
1658559600,1,263.69,0.67,3.9,34.33,1.91,6.75,7.67,1.8,Indore
1658563200,1,260.35,0.46,3.34,39.7,1.53,7.29,8.21,1.8,Indore
1658566800,1,260.35,0.34,3.04,42.56,1.39,8.16,9.12,1.8,Indore
1658570400,1,263.69,0.31,3.3,41.13,1.43,9.17,10.13,1.9,Indore
1658574000,2,277.04,0.36,4.28,37.55,1.56,10.29,11.28,2.01,Indore
1658577600,2,290.39,0.36,5.36,33.62,1.53,10.44,11.42,2.03,Indore
1658581200,2,297.07,0.19,6.0,29.68,1.59,10.96,12.15,2.22,Indore
1658584800,2,300.41,0.01,6.17,26.46,1.86,12.93,14.46,2.44,Indore
1658588400,2,307.08,0.01,6.6,23.6,2.18,14.43,16.17,2.53,Indore
1658592000,2,317.1,0.01,7.71,19.85,2.68,15.21,17.0,2.53,Indore
1658595600,2,320.43,0.02,8.48,16.27,3.1,15.9,17.65,2.53,Indore
1658599200,2,317.1,0.02,7.97,16.45,2.77,14.96,16.53,2.47,Indore
1658602800,2,307.08,0.01,6.34,19.49,1.91,11.62,12.78,2.31,Indore
1658606400,1,290.39,0.0,5.1,21.64,1.33,8.01,8.82,2.15,Indore
1658610000,1,273.7,0.0,4.71,21.1,1.24,5.88,6.54,2.03,Indore
1658613600,1,260.35,0.0,5.01,19.31,1.45,5.39,6.06,2.06,Indore
1658617200,1,263.69,0.01,5.57,17.17,1.76,5.83,6.55,2.12,Indore
1658620800,1,273.7,0.02,6.25,14.48,1.91,5.89,6.6,2.22,Indore
1658624400,1,287.06,0.06,7.11,11.62,1.94,5.84,6.62,2.25,Indore
1658628000,1,297.07,0.44,7.37,9.92,1.86,6.01,7.09,2.34,Indore
1658631600,1,300.41,1.36,6.0,11.18,1.71,5.84,7.12,2.41,Indore
1658635200,1,287.06,1.3,5.06,14.31,1.56,5.26,6.53,2.37,Indore
1658638800,1,270.37,1.01,4.2,19.67,1.45,4.3,5.46,2.34,Indore
1658642400,1,260.35,0.77,3.47,26.11,1.39,3.21,4.17,2.34,Indore
1658646000,1,250.34,0.59,3.04,31.83,1.3,2.47,3.21,2.18,Indore
1658649600,1,247.0,0.47,2.96,34.33,1.21,2.44,3.12,2.03,Indore
1658653200,1,243.66,0.44,3.08,34.69,1.19,2.84,3.54,1.95,Indore
1658656800,1,236.99,0.3,3.21,33.26,1.06,3.07,3.76,1.9,Indore
1658660400,1,240.33,0.19,3.6,31.83,0.97,3.61,4.27,1.8,Indore
1658664000,1,247.0,0.11,4.33,30.4,0.98,4.61,5.29,1.74,Indore
1658667600,1,250.34,0.04,4.84,28.97,1.06,5.5,6.29,1.82,Indore
1658671200,1,253.68,0.0,4.76,28.61,1.18,5.71,6.65,1.93,Indore
1658674800,1,250.34,0.0,4.58,29.33,1.25,5.56,6.57,1.95,Indore
1658678400,1,250.34,0.0,4.71,28.25,1.34,5.75,6.77,1.95,Indore
1658682000,1,253.68,0.0,5.1,25.39,1.42,6.44,7.44,1.95,Indore
1658685600,1,257.02,0.01,5.65,21.82,1.55,7.79,8.65,1.9,Indore
1658689200,1,257.02,0.01,5.57,20.03,1.59,8.68,9.37,1.87,Indore
1658692800,1,253.68,0.01,4.97,19.85,1.49,8.48,9.15,1.88,Indore
1658696400,1,247.0,0.01,4.41,20.03,1.31,7.76,8.41,1.92,Indore
1658700000,1,243.66,0.01,4.11,19.85,1.21,7.32,8.0,2.01,Indore
1658703600,1,243.66,0.01,4.11,18.78,1.28,7.66,8.44,2.12,Indore
1658707200,1,243.66,0.01,4.33,17.52,1.4,8.01,8.84,2.12,Indore
1658710800,1,250.34,0.04,4.93,15.74,1.51,8.17,9.12,2.06,Indore
1658714400,1,263.69,0.17,5.83,13.95,1.61,7.92,9.13,2.03,Indore
1658718000,1,273.7,0.52,6.17,13.59,1.74,7.81,9.13,1.99,Indore
1658721600,1,273.7,1.15,5.18,15.91,1.91,8.36,9.76,2.06,Indore
1658725200,1,270.37,1.3,4.5,19.85,1.97,8.99,10.48,2.28,Indore
1658728800,1,267.03,1.19,4.07,25.03,1.91,9.43,10.91,2.53,Indore
1658732400,1,253.68,0.68,3.26,31.83,1.58,7.97,9.19,2.34,Indore
1658736000,1,247.0,0.43,2.96,37.55,1.56,7.49,8.64,2.37,Indore
1658739600,1,250.34,0.32,3.04,42.56,1.86,8.93,10.21,2.53,Indore
1658743200,2,250.34,0.3,3.0,45.06,2.12,10.34,11.74,2.66,Indore
1658746800,2,253.68,0.27,3.73,41.84,2.38,11.46,12.9,2.82,Indore
1658750400,2,260.35,0.21,4.93,36.84,2.68,12.08,13.56,2.98,Indore
1658754000,2,273.7,0.11,6.6,31.47,3.07,13.16,15.14,3.74,Indore
1658757600,2,290.39,0.01,7.8,26.11,3.46,14.86,17.83,4.69,Indore
1658761200,2,303.75,0.01,8.48,22.53,3.81,16.67,20.42,4.81,Indore
1658764800,2,317.1,0.02,9.17,20.21,4.41,18.59,22.75,4.56,Indore
1658768400,3,320.43,0.02,9.34,18.95,5.07,20.47,24.62,4.12,Indore
1658772000,3,317.1,0.02,10.62,16.09,6.97,22.39,25.87,3.32,Indore
1658775600,3,313.76,0.02,12.17,13.41,9.3,21.53,23.83,2.28,Indore
1658779200,2,303.75,0.02,11.65,13.23,9.66,19.08,21.12,1.9,Indore
1658782800,2,287.06,0.02,10.28,13.95,8.7,17.0,19.23,1.88,Indore
1658786400,2,273.7,0.01,8.74,14.66,7.09,15.85,18.66,2.06,Indore
1658790000,2,263.69,0.02,7.54,14.48,5.72,13.72,16.82,2.22,Indore
1658793600,2,263.69,0.03,6.94,13.41,4.89,12.73,16.0,2.31,Indore
1658797200,2,267.03,0.07,7.11,12.52,4.65,12.53,15.55,2.25,Indore
1658800800,2,280.38,0.18,7.88,11.62,4.71,11.76,14.45,2.22,Indore
1658804400,1,287.06,0.39,8.4,11.18,4.89,9.57,11.92,2.12,Indore
1658808000,1,283.72,0.75,7.97,12.34,4.95,7.92,9.8,1.96,Indore
1658811600,1,277.04,1.06,7.03,14.66,4.17,7.49,9.01,1.84,Indore
1658815200,1,270.37,1.06,5.91,17.88,2.98,7.18,8.39,1.74,Indore
1658818800,1,267.03,1.01,4.97,22.71,2.24,7.23,8.39,1.77,Indore
1658822400,1,280.38,0.87,5.06,26.46,2.21,8.37,9.78,2.09,Indore
1658826000,2,297.07,0.73,5.65,28.25,2.44,10.41,12.15,2.5,Indore
1658829600,2,297.07,0.62,5.83,28.61,2.38,12.13,14.15,3.04,Indore
1658833200,2,283.72,0.42,5.83,29.33,2.15,12.4,14.39,3.23,Indore
1658836800,2,270.37,0.22,5.74,29.68,2.0,10.75,12.53,3.23,Indore
1658840400,1,287.06,0.13,7.63,25.39,2.15,9.86,11.96,3.7,Indore
1658844000,2,317.1,0.05,9.25,20.03,2.38,10.45,13.57,4.24,Indore
1658847600,2,343.8,0.06,9.6,16.81,2.56,11.63,15.57,4.43,Indore
1658851200,2,383.85,0.09,10.54,14.31,2.86,13.68,18.26,4.62,Indore
1658854800,2,400.54,0.08,10.71,13.41,2.8,15.37,20.31,4.69,Indore
1658858400,2,387.19,0.06,9.68,14.48,2.38,15.8,20.28,4.5,Indore
1658862000,2,353.81,0.02,7.8,17.17,2.03,14.86,18.57,4.37,Indore
1658865600,2,327.11,0.01,6.25,18.95,1.77,12.98,16.08,4.18,Indore
1658869200,2,300.41,0.01,5.14,20.21,1.49,10.49,13.0,3.83,Indore
1658872800,1,270.37,0.0,4.11,22.17,1.1,7.3,9.21,3.39,Indore
1658876400,1,260.35,0.01,3.98,21.46,1.0,5.6,7.34,3.45,Indore
1658880000,1,260.35,0.01,4.5,18.95,1.12,5.03,6.86,3.58,Indore
1658883600,1,270.37,0.06,5.83,15.02,1.34,4.88,6.77,3.26,Indore
1658887200,1,290.39,0.44,7.28,11.62,1.42,4.3,6.28,2.79,Indore
1658890800,1,297.07,1.4,6.51,12.34,1.36,3.57,5.52,2.56,Indore
1658894400,1,287.06,1.2,5.44,17.88,1.31,2.88,4.63,2.37,Indore
1658898000,1,277.04,0.89,4.93,22.35,1.43,2.84,4.49,2.47,Indore
1658901600,1,277.04,0.71,4.76,25.75,1.58,3.22,4.7,2.63,Indore
1658905200,1,263.69,0.51,3.94,33.97,1.65,4.08,5.22,2.12,Indore
1658908800,1,260.35,0.34,3.64,40.41,1.7,5.15,6.21,2.12,Indore
1658912400,1,260.35,0.21,3.77,43.63,1.76,5.92,7.02,2.37,Indore
1658916000,1,287.06,0.3,5.4,42.2,2.0,7.12,8.66,3.51,Indore
1658919600,1,337.12,0.47,8.57,36.84,2.44,9.1,11.26,4.62,Indore
1658923200,2,407.22,0.58,12.85,28.61,3.07,10.55,13.11,4.94,Indore
1658926800,2,453.95,0.59,15.08,21.64,3.61,11.31,14.67,5.38,Indore
1658930400,2,433.92,0.1,13.71,18.6,3.61,10.85,15.19,5.38,Indore
1658934000,1,410.56,0.05,11.48,17.7,3.25,9.77,14.69,5.19,Indore
1658937600,1,407.22,0.05,10.8,16.99,3.16,9.92,15.1,5.07,Indore
1658941200,2,403.88,0.04,10.2,16.99,2.86,10.98,16.33,5.0,Indore
1658944800,2,390.53,0.03,9.08,16.99,2.26,11.6,16.67,4.88,Indore
1658948400,2,370.5,0.02,7.71,17.34,1.79,12.04,16.48,4.81,Indore
1658952000,2,357.15,0.01,6.6,18.24,1.67,13.07,17.62,4.69,Indore
1658955600,2,347.14,0.01,5.83,20.21,1.67,13.64,18.53,4.43,Indore
1658959200,2,330.45,0.0,5.14,22.89,1.62,12.77,17.77,4.02,Indore
1658962800,2,317.1,0.0,4.93,23.25,1.59,11.67,16.71,3.77,Indore
1658966400,1,307.08,0.01,4.97,22.35,1.53,9.73,14.14,3.51,Indore
1658970000,1,303.75,0.01,5.27,21.28,1.53,7.51,10.7,3.07,Indore
1658973600,1,303.75,0.15,6.0,20.03,1.61,6.08,8.71,2.82,Indore
1658977200,1,297.07,0.54,5.65,21.64,1.71,5.11,7.42,2.66,Indore
1658980800,1,273.7,0.5,4.63,29.68,1.86,4.35,6.24,2.41,Indore
1658984400,1,263.69,0.33,4.07,36.12,1.97,4.07,5.74,2.5,Indore
1658988000,1,257.02,0.21,3.47,42.2,1.94,3.88,5.33,2.5,Indore
1658991600,1,250.34,0.12,2.96,45.78,1.79,3.85,5.03,2.34,Indore
1658995200,1,247.0,0.06,2.87,43.63,1.62,3.72,4.71,2.25,Indore
1658998800,1,253.68,0.02,2.87,41.13,1.55,3.66,4.58,2.28,Indore
1659002400,1,257.02,0.02,2.68,40.05,1.43,3.92,4.86,2.37,Indore
1659006000,1,263.69,0.04,3.17,40.05,1.52,4.29,5.3,2.66,Indore
1659009600,1,277.04,0.07,3.98,39.34,1.77,4.85,5.94,2.91,Indore
1659013200,1,320.43,0.12,7.71,32.9,2.24,6.89,9.04,4.75,Indore
1659016800,1,357.15,0.02,9.94,26.82,2.47,9.93,13.89,6.33,Indore
1659020400,2,370.5,0.01,9.25,25.39,2.5,12.81,17.99,6.14,Indore
1659024000,2,390.53,0.01,9.17,23.96,2.65,14.71,20.7,5.64,Indore
1659027600,2,377.18,0.01,8.48,23.25,2.5,14.7,20.88,5.13,Indore
1659031200,2,347.14,0.01,7.54,25.39,2.47,14.5,19.9,4.43,Indore
1659034800,2,330.45,0.0,6.34,30.4,2.98,17.46,22.07,3.86,Indore
1659038400,3,340.46,0.0,5.74,32.9,3.46,23.32,28.08,3.58,Indore
1659042000,4,350.48,0.0,5.36,33.62,3.4,28.31,33.72,3.42,Indore
1659045600,4,360.49,0.0,5.01,32.9,2.8,30.63,37.05,3.48,Indore
1659049200,4,370.5,0.0,4.88,29.33,2.12,29.17,36.62,3.64,Indore
1659052800,3,367.16,0.0,4.97,24.68,1.65,24.82,32.88,3.7,Indore
1659056400,2,353.81,0.02,5.31,21.1,1.48,19.37,26.9,3.45,Indore
1659060000,2,340.46,0.12,6.08,20.03,1.43,15.35,22.3,3.29,Indore
1659063600,2,317.1,0.37,5.83,22.89,1.51,13.29,19.79,3.26,Indore
1659067200,2,277.04,0.35,5.31,30.76,3.04,11.41,15.88,2.03,Indore
1659070800,2,267.03,0.27,5.27,34.69,3.7,10.1,13.52,1.88,Indore
1659074400,1,263.69,0.18,5.01,39.34,3.87,9.43,12.38,1.93,Indore
1659078000,1,260.35,0.24,3.9,48.64,3.73,9.16,11.72,2.06,Indore
1659081600,1,260.35,0.23,3.08,55.07,3.19,8.49,10.62,2.12,Indore
1659085200,1,260.35,0.23,2.91,59.37,3.01,8.93,10.9,2.22,Indore
1659088800,2,277.04,0.24,3.9,63.66,3.22,12.66,14.85,2.91,Indore
1659092400,2,300.41,0.2,5.57,67.23,3.31,17.92,20.36,3.45,Indore
1659096000,3,327.11,0.11,7.37,67.23,3.4,20.66,23.16,3.36,Indore
1659099600,3,370.5,0.05,10.88,57.22,3.25,21.67,24.99,3.86,Indore
1659103200,3,410.56,0.0,13.02,43.99,3.16,23.17,28.32,4.94,Indore
1659106800,4,440.6,0.0,12.85,33.97,3.07,25.01,31.78,5.89,Indore
1659110400,4,473.98,0.02,13.02,25.75,3.1,26.69,34.8,6.4,Indore
1659114000,3,440.6,0.02,10.97,22.17,2.41,24.0,32.25,5.83,Indore
1659117600,2,357.15,0.02,7.8,22.71,1.58,18.08,24.38,4.94,Indore
1659121200,2,307.08,0.01,5.65,23.6,1.51,15.06,19.0,4.12,Indore
1659124800,2,307.08,0.01,6.6,18.95,2.15,18.16,21.58,3.7,Indore
1659128400,3,320.43,0.02,8.31,14.31,2.77,22.72,26.24,3.36,Indore
1659132000,3,327.11,0.02,8.65,12.87,2.77,24.83,28.37,3.17,Indore
1659135600,3,330.45,0.01,7.71,15.02,2.38,23.71,27.2,3.07,Indore
1659139200,3,330.45,0.01,6.85,17.34,1.86,20.67,24.09,3.07,Indore
1659142800,2,327.11,0.02,6.0,18.78,1.39,16.32,20.07,3.17,Indore
1659146400,2,320.43,0.13,5.65,20.03,1.19,13.27,18.18,3.36,Indore
1659150000,2,303.75,0.43,5.01,22.89,1.34,11.13,16.43,3.36,Indore
1659153600,1,273.7,0.41,4.33,31.11,2.15,8.17,11.45,2.37,Indore
1659157200,1,267.03,0.58,4.11,36.12,3.01,8.15,10.57,2.03,Indore
1659160800,1,263.69,0.6,3.81,45.78,3.81,9.47,11.45,1.88,Indore
1659164400,2,263.69,0.32,3.51,57.22,4.29,11.95,13.68,1.69,Indore
1659168000,2,263.69,0.18,3.47,62.23,4.29,13.69,15.28,1.66,Indore
1659171600,2,267.03,0.09,3.86,60.08,4.11,13.01,14.4,1.73,Indore
1659175200,2,270.37,0.05,4.46,52.93,3.76,10.73,11.85,1.8,Indore
1659178800,1,277.04,0.09,5.36,45.78,3.34,8.76,9.74,2.06,Indore
1659182400,1,283.72,0.1,6.0,42.2,2.95,7.86,8.77,2.37,Indore
1659186000,1,317.1,0.05,8.31,35.76,2.74,7.97,9.43,4.05,Indore
1659189600,1,343.8,0.01,9.34,30.04,2.47,8.48,11.0,5.57,Indore
1659193200,1,357.15,0.0,8.57,28.61,2.24,9.27,12.55,5.51,Indore
1659196800,2,377.18,0.0,8.65,27.54,2.32,11.26,15.29,5.38,Indore
1659200400,2,377.18,0.0,8.31,27.54,2.44,13.71,18.38,5.38,Indore
1659204000,2,360.49,0.0,7.28,32.54,2.8,17.54,22.61,5.19,Indore
1659207600,3,343.8,0.0,5.44,45.06,3.07,22.69,28.69,5.0,Indore
1659211200,3,340.46,0.0,4.24,51.5,2.53,24.71,32.0,5.0,Indore
1659214800,3,337.12,0.0,3.77,50.07,1.94,23.04,30.84,4.94,Indore
1659218400,2,337.12,0.0,3.68,43.27,1.55,19.59,27.11,4.88,Indore
1659222000,2,330.45,0.0,3.81,33.62,1.33,15.15,21.86,4.62,Indore
1659225600,2,320.43,0.0,4.07,25.39,1.22,11.22,17.15,4.37,Indore
1659229200,1,313.76,0.02,4.71,20.56,1.36,9.64,15.77,3.96,Indore
1659232800,2,307.08,0.42,5.57,17.7,1.94,11.85,19.45,3.74,Indore
1659236400,2,297.07,1.49,4.76,19.67,2.95,16.96,25.24,3.61,Indore
1659240000,2,263.69,0.71,4.76,26.82,3.22,13.64,18.08,2.25,Indore
1659243600,1,260.35,0.78,3.81,31.83,3.01,9.35,11.58,1.99,Indore
1659247200,1,263.69,0.76,3.43,41.13,3.16,7.99,9.43,1.96,Indore
1659250800,1,263.69,0.51,3.0,57.22,3.43,9.94,11.15,1.84,Indore
1659254400,2,260.35,0.32,2.72,67.23,3.55,12.0,13.13,1.76,Indore
1659258000,2,257.02,0.19,2.42,69.38,3.22,11.68,12.75,1.84,Indore
1659261600,1,247.0,0.12,2.18,65.09,2.44,9.34,10.29,2.15,Indore
1659265200,1,250.34,0.11,2.36,58.65,1.76,7.22,8.09,2.56,Indore
1659268800,1,257.02,0.09,2.83,53.64,1.48,5.37,6.28,3.04,Indore
1659272400,1,300.41,0.07,5.91,44.7,1.55,5.48,7.52,5.76,Indore
1659276000,1,337.12,0.01,7.71,36.48,1.64,7.05,11.36,8.61,Indore
1659279600,1,353.81,0.0,7.88,31.47,1.65,8.95,15.58,9.25,Indore
1659283200,2,377.18,0.01,8.4,28.25,1.74,10.92,19.21,8.74,Indore
1659286800,2,373.84,0.01,7.88,27.54,1.61,12.43,21.58,7.98,Indore
1659290400,2,347.14,0.0,6.25,31.11,1.34,12.83,21.38,7.03,Indore
1659294000,2,310.42,0.0,4.33,37.91,1.34,11.67,18.2,6.02,Indore
1659297600,2,303.75,0.0,3.81,40.05,1.53,10.88,16.48,5.32,Indore
1659301200,2,293.73,0.0,3.47,42.56,1.58,10.53,15.89,4.62,Indore
1659304800,2,280.38,0.0,3.08,44.35,1.48,10.01,15.48,4.05,Indore
1659308400,2,267.03,0.0,3.04,42.2,1.64,10.72,16.88,3.7,Indore
1659312000,2,263.69,0.0,3.47,36.12,2.32,13.31,20.59,3.51,Indore
1659315600,2,270.37,0.01,4.8,27.89,3.22,16.93,24.98,3.26,Indore
1659319200,2,287.06,0.22,6.51,19.31,3.73,18.41,26.16,3.1,Indore
1659322800,2,290.39,0.81,6.68,14.48,3.87,15.5,21.76,3.13,Indore
1659326400,1,260.35,0.48,5.57,18.06,3.19,7.53,10.33,2.15,Indore
1659330000,1,253.68,0.53,4.93,19.13,2.95,4.95,6.76,2.12,Indore
1659333600,1,250.34,0.64,4.58,21.1,3.01,4.23,5.66,2.18,Indore
1659337200,1,250.34,0.65,4.07,26.11,2.89,3.74,4.84,2.09,Indore
